transaction_id,user_id,account_age_days,total_orders,avg_order_value,past_fraud_flag,device_type,os,ip_region,billing_address_region,delivery_address_region,billing_delivery_match,restaurant_region,delivery_distance_km,order_value,payment_method,card_type,payment_retries,promo_code_used,refund_requests,order_timestamp,order_hour,order_day_of_week,orders_last_24h,high_value_flag,ip_shared_flag,chargeback_flag,fraudulent
TXN_865332770348,USR_45395,683,4986,96.94,1,tablet,MacOS,Kano,Abuja,Lagos,1,Kano North,98.68,116.51,debit_card,Visa,2,1,3,2025-07-03 15:22:01,17,Sunday,10,1,1,1,0
TXN_918994032496,USR_45395,13,3671,60.22,0,tablet,Linux,Port Harcourt,Abuja,Kano,0,Port Harcourt South,70.47,5.48,paypal,Visa,2,1,3,2025-05-12 07:44:41,23,Thursday,5,1,0,1,0
TXN_93000227262,USR_46565,1840,4986,99.65,0,tablet,MacOS,Port Harcourt,Kano,Abuja,0,Lagos Mainland,81.45,115.62,wallet,Verve,3,0,10,2025-01-02 01:36:40,12,Wednesday,8,1,1,1,1
TXN_903941129570,USR_20396,1958,4694,92.95,1,tablet,Linux,Abuja,Port Harcourt,Kano,0,Port Harcourt South,7.71,383.08,paypal,Mastercard,1,0,10,2025-02-19 11:51:22,8,Tuesday,9,1,0,0,0
TXN_860946847962,USR_41165,787,46,67.32,0,tablet,iOS,Kano,Port Harcourt,Kano,0,Port Harcourt South,49.99,5.48,paypal,Visa,2,1,10,2025-07-15 17:49:25,21,Tuesday,0,1,1,0,0
TXN_655812394662,USR_30234,566,4986,99.65,1,desktop,Linux,Kano,Ibadan,Lagos,1,Lagos Island,29.55,64.37,debit_card,Verve,5,0,10,2025-07-28 05:51:14,23,Friday,10,1,0,1,0
TXN_748695995463,USR_12056,1064,46,82.15,0,desktop,Android,Kano,Kano,Port Harcourt,0,Kano North,61.53,333.62,wallet,,5,0,2,2025-05-10 17:58:58,23,Thursday,3,0,1,1,0
TXN_754185865877,USR_12056,967,4986,83.39,0,tablet,iOS,Lagos,Ibadan,Ibadan,0,Lagos Mainland,75.24,5.48,paypal,Amex,5,0,5,2025-02-01 17:19:25,23,Wednesday,8,1,0,1,1
TXN_877301895121,USR_51158,447,46,5.36,1,mobile,Android,Lagos,Ibadan,Port Harcourt,1,Abuja Central,98.68,73.37,wallet,Mastercard,3,1,3,2025-05-31 05:03:10,7,Sunday,2,0,0,1,0
TXN_457495767135,USR_12056,13,4947,24.61,0,tablet,MacOS,Kano,Ibadan,Ibadan,0,Port Harcourt South,15.03,154.58,wallet,Mastercard,3,0,0,2025-06-10 23:28:37,6,Saturday,10,0,0,0,0
TXN_972525231891,USR_6191,1261,4986,99.65,1,desktop,MacOS,Kano,Kano,Ibadan,0,Port Harcourt South,85.42,5.48,bank_transfer,Verve,5,1,5,2025-04-14 05:24:11,13,Monday,10,0,1,1,0
TXN_824315793959,USR_55419,1739,3916,80.12,0,desktop,Linux,Kano,Ibadan,Lagos,0,Lagos Mainland,47.54,491.52,wallet,Verve,1,0,3,2025-05-10 12:12:33,23,Saturday,7,1,0,1,0
TXN_893333511273,USR_86981,824,46,66.85,0,desktop,Linux,Port Harcourt,Ibadan,Kano,0,Lagos Island,2.01,380.16,wallet,,2,0,0,2025-03-06 12:50:41,22,Sunday,6,1,0,1,1
TXN_206771484906,USR_79004,13,3524,34.56,1,desktop,Android,Kano,Port Harcourt,Abuja,0,Abuja Central,98.68,109.12,bank_transfer,Verve,5,0,4,2025-05-22 07:38:50,21,Friday,6,1,0,0,0
TXN_528058447265,USR_68627,13,1102,92.55,1,tablet,iOS,Kano,Port Harcourt,Abuja,0,Kano North,47.96,5.48,bank_transfer,,5,0,4,2025-07-31 17:34:33,23,Thursday,2,1,1,1,0
TXN_813582749922,USR_37230,13,445,99.65,1,mobile,Windows,Port Harcourt,Ibadan,Kano,0,Port Harcourt South,98.68,5.48,wallet,Verve,5,1,10,2025-02-26 12:42:36,10,Tuesday,6,1,0,0,0
TXN_889803269035,USR_76764,479,4986,48.06,0,tablet,iOS,Kano,Kano,Abuja,0,Port Harcourt South,75.56,178.03,wallet,,1,0,0,2025-04-02 06:03:55,23,Thursday,10,1,1,1,1
TXN_355658157368,USR_93314,1923,46,99.65,0,tablet,Windows,Kano,Kano,Port Harcourt,0,Port Harcourt South,81.82,491.52,bank_transfer,Visa,5,0,2,2025-07-11 16:32:08,23,Sunday,1,1,0,0,0
TXN_456059015982,USR_81276,94,4504,99.65,0,desktop,iOS,Kano,Abuja,Lagos,0,Abuja Central,50.49,234.25,credit_card,Visa,1,0,7,2025-05-10 17:58:58,12,Wednesday,9,1,0,1,0
TXN_319867830148,USR_10335,275,46,50.56,1,mobile,MacOS,Abuja,Ibadan,Port Harcourt,0,Lagos Mainland,2.01,230.17,wallet,Amex,5,0,0,2025-01-18 13:23:10,15,Wednesday,10,1,1,0,0
TXN_14198565617,USR_86981,1669,46,53.46,0,tablet,Windows,Ibadan,Kano,Lagos,0,Kano North,52.95,353.98,bank_transfer,Amex,0,0,1,2025-03-13 01:17:44,7,Friday,10,0,1,0,0
TXN_333879978356,USR_34392,583,4986,41.82,0,tablet,iOS,Port Harcourt,Ibadan,Abuja,0,Abuja Central,57.76,65.15,wallet,Amex,4,1,9,2025-06-30 12:18:57,6,Wednesday,10,0,1,0,0
TXN_807634763125,USR_4123,1958,4927,99.65,1,tablet,Windows,Kano,Port Harcourt,Abuja,0,Lagos Mainland,87.57,491.52,bank_transfer,,5,1,8,2025-07-24 02:37:56,20,Sunday,10,1,0,0,0
TXN_774872493448,USR_29665,513,3439,30.14,1,tablet,Linux,Ibadan,Ibadan,Lagos,0,Abuja Central,2.01,468.4,wallet,Visa,1,1,0,2025-01-10 08:46:39,23,Wednesday,10,1,0,0,0
TXN_29971908398,USR_50145,13,46,37.42,0,tablet,MacOS,Ibadan,Kano,Ibadan,0,Lagos Mainland,96.53,76.88,debit_card,Amex,5,1,10,2025-07-16 18:39:29,0,Thursday,9,1,0,0,0
TXN_319867830148,USR_21386,550,4986,99.65,0,desktop,Android,Lagos,Lagos,Abuja,0,Port Harcourt South,98.68,112.95,paypal,Amex,3,0,10,2025-05-14 14:09:04,23,Tuesday,7,1,0,1,0
TXN_113318065960,USR_15008,1325,4986,41.18,0,desktop,Windows,Abuja,Ibadan,Ibadan,0,Lagos Island,98.68,309.47,paypal,Visa,1,1,0,2025-01-16 05:22:31,17,Thursday,9,1,1,0,0
TXN_334145343653,USR_53250,1389,4432,91.31,0,desktop,Windows,Port Harcourt,Abuja,Abuja,0,Abuja Central,10.66,491.52,wallet,Verve,1,0,9,2025-07-25 19:28:06,11,Wednesday,4,0,0,0,0
TXN_113318065960,USR_42847,1958,2639,95.48,1,tablet,MacOS,Kano,Kano,Abuja,0,Port Harcourt South,98.68,117.24,paypal,,5,0,4,2025-07-15 17:49:25,0,Saturday,10,1,0,1,0
TXN_918994032496,USR_70276,1958,4986,99.65,1,mobile,Linux,Kano,Port Harcourt,Kano,1,Abuja Central,98.68,106.61,debit_card,Mastercard,0,0,4,2025-01-04 15:24:28,21,Sunday,10,1,1,0,0
TXN_889803269035,USR_33549,13,4135,39.16,0,desktop,MacOS,Port Harcourt,Abuja,Abuja,1,Lagos Mainland,67.55,198.55,paypal,Verve,2,0,6,2025-07-16 18:39:29,23,Sunday,2,0,1,1,0
TXN_813424162880,USR_70276,1958,1431,99.65,1,mobile,Linux,Kano,Lagos,Ibadan,0,Abuja Central,2.01,491.52,paypal,Verve,0,1,1,2025-06-12 13:03:57,23,Monday,9,1,0,1,0
TXN_106437660522,USR_65457,659,46,87.19,0,desktop,Linux,Ibadan,Lagos,Ibadan,0,Abuja Central,20.12,138.06,paypal,Amex,3,1,3,2025-03-22 08:17:27,3,Monday,10,1,1,1,0
TXN_974760586072,USR_3069,13,1774,5.36,0,mobile,MacOS,Kano,Lagos,Ibadan,1,Kano North,26.48,5.48,debit_card,Verve,5,0,2,2025-01-21 09:10:58,23,Saturday,1,0,0,1,0
TXN_735089727752,USR_2666,13,46,21.69,0,tablet,Windows,Abuja,Port Harcourt,Abuja,0,Abuja Central,2.01,469.41,wallet,Mastercard,4,0,1,2025-05-29 07:45:06,23,Thursday,3,1,0,1,0
TXN_463593076030,USR_6191,65,4986,55.33,1,desktop,Linux,Port Harcourt,Abuja,Kano,0,Lagos Mainland,63.12,288.13,wallet,Mastercard,3,1,10,2025-06-30 12:18:57,23,Sunday,7,1,1,1,0
TXN_429036216248,USR_55419,1958,4986,5.36,0,tablet,Linux,Abuja,Abuja,Abuja,0,Lagos Island,3.18,416.72,credit_card,Visa,3,0,7,2025-02-16 18:23:40,21,Saturday,2,1,0,0,0
TXN_531788049882,USR_26172,13,46,27.0,1,tablet,MacOS,Port Harcourt,Lagos,Ibadan,0,Lagos Mainland,2.01,5.48,debit_card,Verve,5,0,5,2025-07-15 20:02:33,23,Wednesday,10,1,0,0,0
TXN_903941129570,USR_11955,13,1675,5.36,0,desktop,MacOS,Port Harcourt,Kano,Ibadan,0,Abuja Central,91.67,428.94,wallet,Verve,4,1,0,2025-07-15 20:02:33,16,Sunday,10,0,1,0,0
TXN_547205323622,USR_93314,1012,1223,50.41,1,desktop,Windows,Lagos,Port Harcourt,Kano,0,Lagos Mainland,2.01,491.52,wallet,Visa,0,1,3,2025-02-04 17:48:19,3,Wednesday,10,0,0,1,0
TXN_100813762014,USR_70998,13,4986,28.15,0,tablet,Linux,Ibadan,Kano,Port Harcourt,0,Abuja Central,32.53,254.75,paypal,Amex,4,0,8,2025-02-26 12:42:36,13,Sunday,8,1,0,1,0
TXN_305354698512,USR_15008,13,1411,48.96,0,tablet,Linux,Port Harcourt,Port Harcourt,Kano,0,Lagos Mainland,2.01,5.48,paypal,Verve,0,0,3,2025-01-18 13:23:10,23,Wednesday,0,1,0,1,1
TXN_160200742543,USR_70276,13,4986,5.36,1,desktop,Windows,Abuja,Lagos,Abuja,0,Lagos Mainland,29.61,100.56,paypal,Amex,0,1,5,2025-05-10 12:12:33,23,Wednesday,10,0,0,1,0
TXN_297928247469,USR_68215,1958,4986,99.65,0,tablet,Windows,Ibadan,Lagos,Abuja,0,Abuja Central,85.73,5.48,bank_transfer,Visa,5,0,10,2025-07-16 18:39:29,23,Wednesday,10,1,1,1,0
TXN_857860299879,USR_29647,702,4986,70.39,0,tablet,Android,Kano,Lagos,Ibadan,1,Abuja Central,68.61,366.26,credit_card,Visa,2,1,10,2025-05-26 04:49:43,23,Wednesday,10,1,0,1,1
TXN_953583212010,USR_95727,1958,801,99.65,0,desktop,Linux,Kano,Abuja,Abuja,0,Kano North,47.9,491.52,wallet,Visa,4,1,10,2025-03-16 19:55:29,13,Saturday,10,1,1,1,0
TXN_319867830148,USR_59185,172,4904,59.17,1,tablet,Windows,Abuja,Port Harcourt,Port Harcourt,0,Lagos Mainland,20.35,113.95,wallet,Visa,0,1,2,2025-01-05 16:23:56,23,Thursday,6,1,1,0,0
TXN_735089727752,USR_91462,13,4253,27.99,1,mobile,iOS,Kano,Abuja,Port Harcourt,0,Abuja Central,15.15,5.48,paypal,Verve,5,0,2,2025-03-13 01:17:44,10,Thursday,3,1,0,0,0
TXN_355658157368,USR_90740,1958,3599,99.65,1,desktop,Windows,Ibadan,Ibadan,Ibadan,0,Lagos Mainland,16.51,331.62,wallet,Verve,1,0,10,2025-01-25 03:07:56,23,Friday,2,0,1,1,0
TXN_429036216248,USR_37977,1122,4986,44.77,1,tablet,iOS,Abuja,Abuja,Ibadan,0,Abuja Central,9.67,396.66,debit_card,Amex,2,1,4,2025-04-14 05:24:11,20,Thursday,8,1,0,0,0
TXN_78622335624,USR_85472,1625,3665,69.11,1,desktop,Linux,Port Harcourt,Abuja,Abuja,0,Port Harcourt South,73.09,117.3,paypal,Verve,2,0,4,2025-07-15 17:49:25,0,Saturday,10,0,0,1,0
TXN_978033343340,USR_81276,13,46,69.55,0,tablet,Windows,Port Harcourt,Kano,Kano,1,Abuja Central,79.68,5.48,wallet,Visa,4,0,9,2025-05-17 06:10:47,3,Thursday,9,0,1,1,0
TXN_112411444864,USR_64920,13,4986,31.16,1,mobile,Android,Kano,Ibadan,Lagos,0,Lagos Mainland,5.23,68.26,bank_transfer,Visa,2,0,10,2025-01-10 08:46:39,23,Monday,0,1,0,1,0
TXN_29971908398,USR_59185,13,4986,5.36,1,tablet,Android,Lagos,Abuja,Kano,0,Abuja Central,24.95,490.83,credit_card,Amex,2,0,7,2025-07-03 15:22:01,10,Thursday,4,0,1,1,0
TXN_48609081916,USR_68215,855,46,5.36,0,desktop,Windows,Kano,Abuja,Ibadan,1,Abuja Central,83.24,419.35,wallet,Verve,0,0,4,2025-05-10 12:12:33,14,Sunday,10,1,0,1,0
TXN_849386823586,USR_79004,1659,594,19.65,1,mobile,Windows,Port Harcourt,Abuja,Ibadan,0,Lagos Mainland,72.29,323.46,credit_card,Verve,2,1,4,2025-04-14 15:07:49,3,Wednesday,9,1,1,1,0
TXN_754185865877,USR_24332,13,2236,56.24,1,desktop,iOS,Abuja,Kano,Kano,0,Abuja Central,98.68,189.23,wallet,Amex,4,0,10,2025-01-24 17:45:12,23,Wednesday,10,1,0,0,0
TXN_528058447265,USR_81276,751,409,5.36,1,desktop,MacOS,Abuja,Ibadan,Kano,1,Port Harcourt South,54.18,269.3,wallet,Amex,0,1,0,2025-07-15 17:49:25,17,Sunday,10,1,0,1,0
TXN_918994032496,USR_95663,13,46,99.65,0,desktop,Linux,Kano,Port Harcourt,Ibadan,0,Port Harcourt South,38.78,491.52,debit_card,Mastercard,1,0,9,2025-05-10 17:58:58,12,Friday,9,0,0,1,0
TXN_903941129570,USR_67461,1477,46,99.65,0,desktop,iOS,Lagos,Abuja,Abuja,0,Port Harcourt South,78.46,298.89,wallet,Visa,5,1,3,2025-05-17 06:10:47,6,Wednesday,10,1,0,1,0
TXN_423122966995,USR_53250,1637,2832,80.44,0,tablet,Linux,Kano,Port Harcourt,Ibadan,0,Kano North,2.01,485.38,wallet,Amex,0,0,7,2025-06-30 12:18:57,18,Sunday,5,0,1,1,1
TXN_388541235149,USR_29912,13,195,99.65,1,desktop,Windows,Abuja,Ibadan,Abuja,0,Lagos Mainland,98.68,376.89,credit_card,,4,0,10,2025-02-02 01:33:17,13,Monday,10,0,1,0,1
TXN_429036216248,USR_3472,113,4986,97.48,1,mobile,Linux,Ibadan,Abuja,Ibadan,0,Abuja Central,72.98,84.75,bank_transfer,,0,1,6,2025-05-31 05:03:10,23,Wednesday,8,1,0,1,0
TXN_918994032496,USR_90413,180,1827,80.45,0,tablet,iOS,Abuja,Ibadan,Lagos,0,Lagos Mainland,23.99,101.72,paypal,,5,1,8,2025-05-06 10:12:37,23,Sunday,2,1,1,1,0
TXN_78622335624,USR_77878,534,4986,85.94,0,tablet,iOS,Lagos,Abuja,Abuja,0,Port Harcourt South,39.06,289.91,paypal,Amex,2,0,10,2025-01-19 12:37:13,2,Saturday,10,1,0,1,0
TXN_456059015982,USR_46565,1958,4986,99.65,1,tablet,Linux,Kano,Abuja,Ibadan,0,Port Harcourt South,2.01,491.52,paypal,,2,0,6,2025-07-15 10:29:21,23,Wednesday,9,1,1,1,0
TXN_429036216248,USR_15008,562,4986,5.36,1,desktop,MacOS,Ibadan,Kano,Port Harcourt,0,Lagos Mainland,12.77,5.48,paypal,Amex,1,1,8,2025-01-02 01:00:37,23,Sunday,2,1,1,1,1
TXN_547205323622,USR_79966,823,4986,8.08,1,desktop,Linux,Ibadan,Port Harcourt,Lagos,0,Lagos Mainland,2.01,189.87,bank_transfer,,2,1,8,2025-02-16 18:23:40,5,Saturday,10,1,0,1,0
TXN_136528129243,USR_70276,1512,4986,5.36,0,tablet,Android,Port Harcourt,Port Harcourt,Abuja,0,Abuja Central,40.75,368.73,wallet,,3,1,10,2025-03-22 08:17:27,7,Wednesday,10,1,0,1,0
TXN_423122966995,USR_68627,728,4986,55.91,1,tablet,Windows,Ibadan,Ibadan,Ibadan,0,Port Harcourt South,2.01,5.48,paypal,Visa,5,0,10,2025-01-02 01:36:40,23,Friday,6,1,1,0,0
TXN_918994032496,USR_50145,1958,2199,99.65,0,tablet,Windows,Port Harcourt,Port Harcourt,Ibadan,0,Lagos Mainland,2.01,491.52,wallet,,0,0,0,2025-03-06 12:50:41,0,Saturday,0,1,0,1,0
TXN_106437660522,USR_21967,1259,4986,95.05,0,tablet,Android,Ibadan,Port Harcourt,Ibadan,0,Kano North,29.15,218.1,wallet,Verve,4,1,10,2025-04-14 15:07:49,13,Monday,8,0,0,1,1
TXN_423122966995,USR_81276,13,4892,43.02,0,desktop,Linux,Lagos,Abuja,Ibadan,1,Abuja Central,2.01,491.52,wallet,Amex,2,1,5,2025-07-25 19:28:06,23,Wednesday,10,1,0,0,0
TXN_932262563213,USR_76764,958,4986,62.46,1,tablet,iOS,Ibadan,Kano,Ibadan,0,Abuja Central,98.68,59.39,paypal,Amex,4,0,0,2025-07-07 07:49:38,22,Wednesday,9,0,0,1,0
TXN_743656763890,USR_79004,993,665,99.65,1,tablet,Linux,Kano,Lagos,Port Harcourt,0,Abuja Central,36.66,491.52,credit_card,Visa,3,0,6,2025-05-31 05:03:10,23,Thursday,0,0,0,1,0
TXN_953583212010,USR_11955,393,4986,61.73,1,desktop,Android,Kano,Abuja,Port Harcourt,0,Kano North,47.2,5.48,bank_transfer,Mastercard,2,0,10,2025-08-23 23:00:46,23,Monday,10,1,1,0,0
TXN_265845507070,USR_89391,13,4986,34.74,1,desktop,MacOS,Port Harcourt,Port Harcourt,Lagos,1,Lagos Island,64.92,491.52,paypal,Mastercard,1,0,10,2025-02-03 12:26:22,18,Saturday,10,1,0,1,0
TXN_918994032496,USR_59649,1535,46,65.66,0,desktop,MacOS,Port Harcourt,Ibadan,Ibadan,0,Kano North,87.2,186.53,paypal,Verve,5,0,6,2025-03-28 13:00:59,20,Tuesday,10,1,1,0,0
TXN_985365679257,USR_25482,1863,4986,58.03,1,mobile,Android,Kano,Kano,Abuja,0,Lagos Mainland,2.01,428.25,wallet,Verve,3,1,2,2025-05-25 18:58:45,13,Sunday,10,0,0,0,0
TXN_774872493448,USR_24010,104,46,5.36,0,tablet,MacOS,Kano,Kano,Ibadan,1,Kano North,78.64,310.94,wallet,Visa,4,0,0,2025-01-23 02:11:34,6,Friday,9,1,1,0,0
TXN_297928247469,USR_50145,193,3079,47.53,0,mobile,iOS,Abuja,Lagos,Ibadan,0,Abuja Central,2.01,491.52,debit_card,Mastercard,0,1,0,2025-07-07 07:49:38,10,Wednesday,9,0,0,1,0
TXN_666463925163,USR_27895,1534,4965,49.68,0,tablet,Android,Kano,Port Harcourt,Lagos,0,Lagos Mainland,63.37,74.65,paypal,Visa,1,0,10,2025-02-04 17:48:19,23,Friday,10,1,1,1,0
TXN_658576579444,USR_68627,48,46,15.24,1,tablet,Windows,Ibadan,Abuja,Ibadan,0,Kano North,82.29,272.63,debit_card,Visa,2,0,0,2025-01-25 03:07:56,8,Saturday,7,1,0,1,0
TXN_857860299879,USR_76764,13,46,5.36,1,tablet,iOS,Abuja,Lagos,Ibadan,1,Lagos Island,2.01,245.23,wallet,Verve,5,1,10,2025-01-05 16:23:56,7,Wednesday,7,1,1,0,1
TXN_531788049882,USR_67682,777,1933,68.44,1,mobile,Android,Ibadan,Abuja,Kano,0,Port Harcourt South,79.64,5.48,credit_card,Mastercard,0,0,1,2025-04-14 05:24:11,23,Wednesday,10,1,0,1,0
TXN_985365679257,USR_3472,13,4986,5.36,0,tablet,Windows,Kano,Lagos,Ibadan,0,Kano North,25.31,5.48,wallet,Verve,1,0,8,2025-08-25 05:57:20,20,Monday,7,1,1,1,0
TXN_865332770348,USR_54819,1122,1635,99.65,1,tablet,Linux,Ibadan,Abuja,Port Harcourt,1,Lagos Island,40.96,5.48,bank_transfer,Amex,4,0,7,2025-01-10 08:46:39,5,Sunday,10,0,0,1,0
TXN_106437660522,USR_56291,1958,4668,80.09,0,tablet,iOS,Ibadan,Kano,Port Harcourt,0,Port Harcourt South,50.22,469.67,paypal,Verve,1,0,5,2025-04-15 01:52:08,8,Monday,10,1,0,1,0
TXN_78622335624,USR_2666,13,46,78.38,0,tablet,Linux,Port Harcourt,Lagos,Kano,0,Lagos Mainland,13.75,5.48,paypal,Visa,5,0,8,2025-07-15 17:49:25,10,Friday,7,1,0,1,1
TXN_148984428166,USR_31492,467,46,83.87,1,tablet,iOS,Kano,Lagos,Ibadan,0,Kano North,2.01,418.35,credit_card,Visa,5,1,10,2025-06-30 12:18:57,10,Thursday,2,1,0,1,0
TXN_61768706664,USR_21967,1233,4986,77.81,0,desktop,Linux,Ibadan,Abuja,Lagos,0,Abuja Central,98.68,391.37,wallet,Verve,1,1,0,2025-07-25 19:28:06,16,Wednesday,9,0,1,0,0
TXN_225623888793,USR_76764,1317,4986,99.06,1,tablet,Android,Abuja,Lagos,Lagos,0,Abuja Central,2.48,491.52,debit_card,,1,0,2,2025-01-23 02:11:34,18,Friday,0,0,1,1,0
TXN_531788049882,USR_96718,1739,46,59.21,1,desktop,Windows,Abuja,Port Harcourt,Port Harcourt,1,Kano North,98.68,491.52,debit_card,Verve,1,0,2,2025-05-29 07:45:06,9,Thursday,10,1,0,0,0
TXN_297928247469,USR_26172,13,4986,31.18,0,tablet,MacOS,Port Harcourt,Ibadan,Lagos,1,Lagos Mainland,15.94,125.46,credit_card,Amex,1,0,6,2025-08-25 05:57:20,15,Tuesday,10,1,1,1,0
TXN_225623888793,USR_70998,13,2375,5.36,0,mobile,iOS,Lagos,Port Harcourt,Kano,0,Kano North,2.01,356.08,debit_card,Verve,2,0,10,2025-01-04 15:24:28,12,Saturday,10,1,0,1,0
TXN_456059015982,USR_54236,667,4986,24.14,1,desktop,Linux,Kano,Kano,Abuja,0,Kano North,68.9,306.32,bank_transfer,Verve,1,0,6,2025-02-04 17:48:19,12,Sunday,10,1,0,1,0
TXN_456059015982,USR_63020,1137,46,99.65,1,tablet,MacOS,Ibadan,Abuja,Abuja,0,Lagos Mainland,72.04,347.89,wallet,Visa,1,1,0,2025-03-14 16:46:03,0,Sunday,6,1,1,0,0
TXN_618452000073,USR_48616,13,46,5.36,1,desktop,iOS,Kano,Abuja,Ibadan,0,Lagos Mainland,41.76,109.4,wallet,,5,1,4,2025-06-21 02:26:24,23,Saturday,3,1,0,0,1
TXN_877301895121,USR_37230,1235,4986,99.65,1,desktop,Windows,Abuja,Kano,Kano,0,Lagos Mainland,20.18,163.7,paypal,Mastercard,0,0,7,2025-04-02 02:24:35,23,Wednesday,0,1,1,1,0
TXN_457495767135,USR_42847,462,3262,30.84,1,desktop,MacOS,Port Harcourt,Port Harcourt,Abuja,0,Port Harcourt South,33.54,5.48,wallet,Visa,5,0,9,2025-07-15 10:29:21,23,Sunday,0,1,0,1,1
TXN_41516246444,USR_19378,1300,4435,67.62,1,tablet,MacOS,Port Harcourt,Abuja,Lagos,1,Kano North,68.57,5.48,bank_transfer,Visa,0,1,6,2025-03-28 13:00:59,18,Saturday,4,1,1,1,0
TXN_783286442412,USR_30234,233,1097,5.36,1,tablet,MacOS,Ibadan,Lagos,Kano,1,Port Harcourt South,73.96,201.51,wallet,Mastercard,5,0,0,2025-05-09 02:39:13,11,Saturday,8,1,0,1,0
TXN_206771484906,USR_66055,1958,3584,82.68,0,desktop,Linux,Kano,Port Harcourt,Ibadan,0,Port Harcourt South,2.01,371.9,paypal,Visa,1,0,10,2025-01-06 15:04:04,21,Tuesday,4,0,0,1,0
TXN_866362350412,USR_70998,1958,1748,99.65,1,tablet,Windows,Port Harcourt,Ibadan,Kano,0,Abuja Central,98.68,491.52,credit_card,,1,0,0,2025-05-06 10:12:37,23,Friday,9,1,0,1,0
TXN_974760586072,USR_6191,770,46,99.65,1,desktop,Linux,Port Harcourt,Abuja,Ibadan,0,Lagos Island,85.61,491.52,credit_card,Verve,0,0,4,2025-01-04 15:24:28,0,Friday,7,1,0,0,0
TXN_61768706664,USR_45395,1958,721,99.65,1,desktop,Android,Kano,Lagos,Abuja,0,Lagos Mainland,36.1,382.15,wallet,Verve,1,0,2,2025-02-04 17:48:19,0,Friday,9,1,0,1,1
TXN_280893585681,USR_34392,544,4552,6.66,0,tablet,MacOS,Port Harcourt,Abuja,Ibadan,0,Port Harcourt South,2.01,265.59,bank_transfer,Verve,3,1,3,2025-06-04 14:52:44,13,Sunday,5,1,0,1,1
TXN_550750538128,USR_37977,1873,46,99.65,1,tablet,Linux,Port Harcourt,Abuja,Lagos,0,Lagos Island,10.18,388.74,wallet,Verve,4,0,10,2025-03-16 19:55:29,23,Sunday,4,0,1,0,0
TXN_176921640862,USR_99422,1746,4758,78.17,0,desktop,Android,Port Harcourt,Kano,Abuja,1,Lagos Mainland,82.3,5.48,wallet,Visa,0,0,10,2025-07-11 16:32:08,23,Sunday,10,1,1,0,0
TXN_456822304350,USR_20396,1676,195,99.65,1,desktop,Linux,Lagos,Abuja,Port Harcourt,0,Kano North,95.56,195.35,paypal,Verve,5,0,10,2025-06-04 14:52:44,15,Wednesday,10,1,0,1,0
TXN_459155872314,USR_21401,13,4986,23.68,0,mobile,MacOS,Lagos,Port Harcourt,Abuja,0,Kano North,4.45,491.52,credit_card,Visa,4,0,4,2025-07-21 11:02:09,23,Saturday,10,1,0,1,0
TXN_889803269035,USR_51158,487,4986,31.07,0,desktop,iOS,Lagos,Lagos,Kano,0,Kano North,59.54,220.99,wallet,Visa,1,1,10,2025-01-04 15:24:28,13,Sunday,5,1,1,1,0
TXN_824315793959,USR_16678,13,4768,99.65,1,desktop,MacOS,Kano,Port Harcourt,Kano,1,Abuja Central,41.97,245.68,paypal,,1,0,4,2025-04-15 14:01:18,15,Sunday,6,1,1,0,1
TXN_754185865877,USR_77878,13,4138,5.36,0,desktop,MacOS,Ibadan,Lagos,Abuja,1,Lagos Island,2.01,249.57,wallet,Verve,1,0,3,2025-05-26 04:49:43,11,Sunday,10,0,1,1,0
TXN_437041669129,USR_81276,1327,3982,99.65,1,tablet,Windows,Kano,Ibadan,Abuja,1,Lagos Island,14.49,375.62,wallet,Visa,5,1,10,2025-02-03 12:26:22,23,Saturday,7,1,1,1,0
TXN_528058447265,USR_9060,777,4986,31.23,1,desktop,MacOS,Lagos,Ibadan,Lagos,0,Abuja Central,2.01,186.04,wallet,Verve,1,0,10,2025-03-06 12:50:41,11,Wednesday,5,1,0,1,0
TXN_918994032496,USR_90740,804,4986,5.36,1,desktop,Linux,Ibadan,Lagos,Kano,0,Abuja Central,98.68,75.61,bank_transfer,Verve,0,1,1,2025-05-05 14:46:34,18,Wednesday,7,1,1,1,0
TXN_936263022336,USR_34392,785,4094,16.61,1,tablet,iOS,Abuja,Lagos,Kano,0,Abuja Central,15.33,185.41,debit_card,Amex,3,1,4,2025-07-24 10:42:27,18,Saturday,5,1,0,1,0
TXN_985365679257,USR_76764,1764,4986,5.36,0,desktop,MacOS,Lagos,Lagos,Abuja,0,Lagos Island,98.68,385.25,paypal,Amex,0,1,1,2025-02-04 17:48:19,23,Wednesday,9,1,0,1,0
TXN_620925722931,USR_10335,1958,4986,99.65,0,mobile,Windows,Kano,Abuja,Ibadan,0,Port Harcourt South,13.23,234.38,debit_card,Mastercard,0,0,3,2025-01-05 16:23:56,10,Sunday,4,1,1,1,0
TXN_750818562014,USR_70998,1958,1474,45.29,1,desktop,Linux,Port Harcourt,Abuja,Ibadan,0,Kano North,2.01,301.37,wallet,Verve,1,0,2,2025-05-26 04:49:43,2,Sunday,10,1,1,1,0
TXN_100813762014,USR_31492,1958,666,5.36,0,desktop,Linux,Ibadan,Abuja,Kano,1,Abuja Central,20.71,279.68,wallet,Visa,5,1,3,2025-01-04 15:24:28,0,Wednesday,10,0,1,1,0
